CODPROD;DESCRICAO;EMBALAGEM
2224;V.FERTIL-AZ.VDE C/CAROCO DOY PACK 100G;24X100GR
2225;V.FERTIL-AZEITONA VERDE SACHE;24X200GR
9100;FESTTONE-PANETTONE MINI FRUTAS 80G;1X80GR
1812;B.VISTA-BISC.AGUA E SAL ;PCT 200GR
1813;DAFRUTA LIGHT NECTAR UVA ;1LT
2223;SWITCH 4200 26-PORT;1 UN
1818;V.FERTIL-AZEITE OLIVA ARG.EXTRA VIRGEM ;250ML
1750;B.VISTA-BISC.AGUA E SAL ;20X400GR
1751;B.VISTA-BISC.MAIZENA ;20X400GR
9115;MARI COCO-AGUA DE COCO TP 1LT;6X1LT
3364;V.STA COLINA ESTILO C.SAUVIGNON TTO SECO;6X750ML
3365;V.STA COLINA ESTILO CHARDONAY BCO SECO;6X750ML
1759;V.FERTIL-AZ.BALDE VERDE S/CAROCO ;1,8KG
1760;V.FERTIL-AZ.BALDE VERDE RECH. PIM.;2,0KG
1778;B.VISTA-WAFER GOIABA ;30X160GR
3390;IMPRESSORA JATO DE TINTA IP4600- CANON;1UN
1819;V.FERTIL-AZEITE OLIVA PET ;5,0 LT
3409;FLORESTAL PETISKATO AMENDOIM SALGADO;24X70GR
3410;FLORESTAL PETISKATO AMENDOIM TP JAPONES;24X70GR
3440;PVM-FRUITTELLA SWIRL MENTA/CREME LEITE;15X10UN
3441;PVM-MENTOS SLIM BOX FRUTAS TROP. F.TOP ;12X14UN
3442;PVM-MENTOS AQUA KISS MINT;10X18UN
1831;LAVA ROUPAS PO GEO LAV REF.51;18X1KG
1833;LAVA ROUPAS PO LAVEJA REF.53;18X1KG
1834;GEO-AMACIANTE LAVANDA (AZUL) 2LT;6X2LT
1836;GEO-AMACIANTE FLORAL (ROSA) 2LT;6X2LT
1837;GEO-AMACIANTE FLORES DO CAMPO (AMAR.) 2L;6X2LT
1839;M.BRASILIA ERVILHA ;12X500GR
9101;FESTTONE-PANETTONE MINI GOTAS CHOC. 80G;1X80GR
1840;FARINHA MAND.CASEIRA M.BRASILIA;20X500GR
1841;FARINHA MAND.TORRADA FINA M. BRASILIA;20X500GR
1633;VITTAMAX-RACAO CAES PREMIUM;10X1KG
1844;FARINHA DE SOJA M.BRASILIA;12X450GR
1845;FAROFA PRONTA M.BRASILIA;12X500GR
1846;M.BRASILIA FEIJAO BRANCO ;12X500GR
9116;MARI COCO-AGUA DE COCO TP 200ML;27X200ML
1151;TOSCANO-VINAGRE DE VINHO TINTO;12X750ML
2267;FONTANA-SABONETE IARA HAPPY;12X90GR
1145;V.FERTIL-AZEITONA PRETA VD;12X500GR
3430;BUNGE-AZEITE ANDORINHA E.V. VD PORT.  ;VD 250ML
3431;BUNGE-AZEITE OLIVA E.V. COCINERO PET ARG;PET 250ML
3432;BUNGE-AZEITE DELICIA E.V. VD ESPANHOL;VD 250ML
386;GINA PRENDEDOR ROUPA REF.1901;50X12X1
722;PAN-CHOCOLAPIS CHOC.LEITE DISP.R1360;20X6X16GR
732;PAN-CHOC. DIET AO LEITE DISPLAY R.1299;12X30GR
759;PAN-MOEDAS DE CHOCOLATE R.1352;20X40GR
86;FONTANA-SABAO 2000 AZUL;50X200GR
3445;D.BENTA-MIST.BOLO COCO L.450G P.400G;12X450GR
3447;D.BENTA-MIST.BOLO LARANJA L.450G P.400G;12X450GR
3449;D.BENTA-MIST.BOLO BAUNILHA L.450G P.400G;12X450GR
3451;SOL MIST.BOLO LARANJA L.450G P.400G;12X450GR
3453;SOL MIST.BOLO BAUNILHA L.450G P.400G;12X450GR
3455;SOL MIST.BOLO COCO L.450G P.400G;12X450GR
3625;BAUDUCCO-ROCAMBOLE MORANGO;190GR
9102;FESTTONE-PANETTONE TRUF.CHOCOLATE 500G ;1X500GR
3328;FINI MARSHMALLOW RECHEADO MORANGO;500GR
263;FUBA MIMOSO M.BRASILIA;20X500GR
1889;VITAMAX-AMOSTRA GRATIS GATO MIX;100GR
1892;MOLHO PIMENTA CUMARI M. BRASILIA;12X150ML
1893;M.BRASILIA MOLHO PIMENTA VERMELHA;12X150ML
3371;PVM-MENTOS JUICE BLAST F.TOP EXOTIC MIX;12X5UN
3500;PALETEIRA;1UN
1894;MOLHO PIMENTA VERMELHA M.BRASILIA;6X900ML
1895;MOLHO INGLES M. BRASILIA;12X150ML
1896;M.BRASILIA MOLHO PIM.CUMARI FOGUIM ;12X50ML
1897;M.BRASILIA MOLHO PIM.MALAGUETA FOGUIM ;12X50ML
1898;MOLHO SHOYU M.BRASILIA;12X150ML
1899;MOSTARDA M.BRASILIA;12X200GR
1900;M.BRASILIA PIMENTA CUMARI ;12X30GR
1901;M.BRASILIA PIMENTA DE CHEIRO ;12X30GR
1902;M.BRASILIA PIMENTA MALAGUETA ;12X30GR
3372;PVM-MENTOS JUICE BLAST F.TOP MELANCIA;12X5UN
3373;PVM-MENTOS JUICE BLAST POCKET UVA;10X12UN
3404;PVM-MENTOS PURE WHITE GFA ;6X28UN
3627;OSEL-EXPOSITOR PILHA 3 LINHAS 5 COLUNAS;1UN
1176;V.FERTIL-PICLES EM CONSERVA ;VD 300GR
1542;VINHO GFA COLLINA TINTO SECO ;12X750ML
1543;VINHO GFA COLLINA TINTO SUAVE ;12X750ML
1544;VINHO GFA COLLINA BRANCO SECO ;12X750ML
1545;VINHO GFA COLLINA BRANCO SUAVE ;12X750ML
1546;VINHO GFA COLLINA NIAGARA SUAVE ;12X750ML
1547;VINHO GFA COLLINA ROSE SUAVE ;12X750ML
1548;COOLER COLLINA TRAD. DOCE GFA UVA;12X750ML
1549;VINHO COLLINA TINTO SECO GFAO;2LT
1550;VINHO COLLINA TINTO SUAVE GFAO;2LT
1552;VINHO COLLINA BRANCO SUAVE GFAO;2LT
1555;VINHO GFAO COLLINA TINTO SECO;4,5LT
1171;V.FERTIL-AZ.VDE BRASILEIRINHA VD ;12X100GR
1172;V.FERTIL-AZ.VERDE EXPORT.RECH. PIM. VD;12X80GR
1173;V.FERTIL-AZ.VERDE EXPORT.S/CAROCO VD  ;12X80GR
1174;V.FERTIL-AZ.VERDE EXPORT.FATIADA VD;12X80GR
3468;V.FERTIL-AZEITONA VERDE AGROLIVA SACHE;24X100GR
3472;IMPRESSORA HP P 2015;1UN
1678;ALADDIN-G.T.ROLHA GEOMETRICA R.3239 ;4X1LT
1679;ALADDIN-G.T.ROLHA CLASSICA SORT.R.3188 ;4X1LT
1682;ALADDIN-G.T.ROLHA COFFE LINE R.3327 ;4X1LT
3487;FLORESTAL CHICLE LIXX CART.CANELA ;12X163GR
3488;FLORESTAL CHICLE LIXX CART.MENTA ;12X163GR
3489;FLORESTAL CHICLE LIXX CART.HORTELA ;12X163GR
3490;FLORESTAL CHICLE LIXX CART.TUTTI FRUTTI ;12X163GR
3491;FLORESTAL CHICLE OKI DRAGEADO 9GR;45X400GR
3967;FINI BALA GELATINA TIJOLINHO MORANGO;12X90GR
3331;FINI MARSHMALLOW BOLAS DE GOLF;400GR
3332;ALADDIN-G.T.FUTURA SORT. R.3021 ;750ML
1803;FONTANA-SBTE MINI IARA BRASIL BRANCO ;108X15GR
3333;ALADDIN-G.T.CONTINENTAL SORT. R.3027 ;1LT
3334;ALADDIN-G.T.ROLHA CLASSICA SORT.R.3188 ;1LT
3335;ALADDIN-G.T.ROLHA BELIZE R.3189;1LT
3618;BAUDUCCO-RECHEADINHOS CHOCOLATE;40X130GR
3619;BAUDUCCO-RECHEADINHOS BRIGADEIRO;40X130GR
1390;DAFRUTA SUCO CONC.ABACAXI;12X500ML
1391;DAFRUTA SUCO CONC.CAJU ;12X500ML
1392;DAFRUTA SUCO CONC.MARACUJA ;12X500ML
715;PAN-BOMBONS AO LICOR CEREJA R.3207;3X200GR
718;PAN-BOMBONS FINOS CORACAO R.3227;3X200GR
3609;BAUDUCCO-MAXICHOCO GOIABINHA;20X24GR
3610;BAUDUCCO-MAXICHOCO CHOCOLATE;20X24GR
3611;BAUDUCCO-MINI WAFER CHOCOLATE INF.;20X40GR
3384;KIT PADARIA PVM;1UN
1090;ALCOOL ETILICO HID. ITAJA 46 INPM 1000ML;12X1
772;PAO DE MEL COB.CHOC. PAN SM CJ2 R.8410;CX 50X2
3612;BAUDUCCO-MINI WAFER MORANGO INF.;20X40GR
3613;BAUDUCCO-BISC.CHAMPANHE C/AC.CRISTAL;PCT 180GR
3614;BAUDUCCO-BISKUIT SNACK TOMATE SECO;PCT 65GR
3615;BAUDUCCO-BISKUIT SNACK PIZZA;PCT 65GR
3616;BAUDUCCO-CREAM COOKIES;PCT 125GR
3617;BAUDUCCO-RECHEADINHOS GOIABINHA;40X140GR
1188;V.FERTIL-TOMATE SECO EM AZEITE OLIVA ;PT 100GR
3326;FINI MARSHMALLOW ALVORADA ;500GR
3327;FINI MARSHMALLOW BOB ESPONJA ;500GR
1791;AR CONDICIONADO KO S 24 FC;1UN
3329;FINI MARSHMALLOW LISTRADO MORANGO;500GR
3330;FINI MARSHMALLOW MAX BANANA;500GR
3605;BAUDUCCO-COOKIES ORIGINAL;PCT 110GR
3606;BAUDUCCO-BOLINHO BRIGADEIRO INF.;14X40GR
3607;BAUDUCCO-BOLINHO BAUN.C/RECH.CHOC. INF.;14X40GR
3608;BAUDUCCO-BOLINHO BAUN.C/RECH.MOR.INF.;14X40GR
1395;DAFRUTA SUCO CONC.TAMARINDO ;12X500ML
3361;FINI MARSHMALLOW SORTIDOS;400GR
1388;CARRINHO DE BEBE BERÇO REF 2135;1X1UN
1389;CARRINHO DE BEBE PASSEIO ;1UN
1952;IMPRESSORA HP LASERJET 1020;1 UN
1735;ALADDIN-G.T.INOX PRESSAO PRETO R.3373 ;1LT
9173;F-MARSH.FOFS TUBE COLORIDO BAUNILHA;1X220G
1749;B.VISTA-BISC.CREAM CRACKER ;20X400GR
1932;RACAO GATOS VITTAMAX MIX;8KG
1934;TRICICLO TURBO ;1UN
3426;TV COLOR CINERAL 21P CIN-0405 T.;1UN
2151;V.STA COLINA CABERNET SAUV TTO SECO;6X750ML
2152;V.STA COLINA CABERNET SAUV TTO DEMI SEC;6X750ML
9092;FESTTONE-PANETTONE FRUTAS SACHE 400G;1X400GR
3589;BAUDUCCO-BOLO SABOR MESCLADO;PCT 250GR
3683;CALCULADORA OLIVETTI ;1UN
2139;PVM-MENTOS STICK FRUTAS;16X14UN
2145;COOLER GFA SANTHIAGO PESSEGO;12X870ML
2146;COOLER GFA SANTHIAGO MORANGO;12X870ML
3964;FONTANA-SBTE SUAVE SENSUS CHAMP/PESSEGO;12X150GR
3378;TV COLOR LG 14  14RP-14CB25A;1UN
469;V.FERTIL-CHAMPIGNON ;PT 120GR
2153;V.STA COLINA MERLOT TTO SECO;6X750ML
2154;V.STA COLINA PINOT NOIR TTO SECO;6X750ML
2156;V.STA COLINA CHARDONNAY BCO SECO;6X750ML
2159;V.STA COLINA BAG IN BOX CAB.SAUVIGNON;3X5LT
3398;B.VISTA-WAFER TEMPOBOM CHOCOLATE ;12X52GR
3399;B.VISTA-WAFER TEMPOBOM MORANGO;12X52GR
2020;PAN-BOMBOM BAU TRUFFLES R.3137;4X300GR
2021;PAN-BOMBOM BAU GIANDUIA R.3177;4X300GR
3565;BAUDUCCO-BISC.WAFER BRIGADEIRO;42X150GR
3566;BAUDUCCO-BISC.WAFER NOZES;42X165GR
9198;PANELA PRESSAO PANELUX ANTI 4,5L;1UN
3567;BAUDUCCO-BISC.WAFER TRUFAS;42X140GR
3568;BAUDUCCO-BISC.WAFER LIGHT CHOCOLATE;42X140GR
3569;BAUDUCCO-BISC.LEVISSIMO MAIZENA;PCT 200GR
3570;BAUDUCCO-BISC.AMANT.CHOCOLATE;PCT 152GR
3571;BAUDUCCO-BISC.AMANT.MILHO;PCT 152GR
3957;FONTANA-SBTE SENSUS SUAVE PROT.LEITE/UVA;12X90GR
9093;FESTTONE-PANETTONE GOTAS CHOC.SACHE 400G;1X400GR
2022;PAN-BOMBOM BIG BEN R.1116;1KG
2023;PAN-BOMBOM CHOCOTOFE R.2145;24X140GR
2024;PAN-BOMBOM POMONA R.1146;24X140GR
2025;PAN-BOMBOM NANA R.1156;24X140GR
2026;PAN-MOEDAS DE CHOC.BAU R.8354;6X150GR
3473;JOGO DE MESA C/CADEIRA;1CJ
2404;RITTER-MINI GELEIAS SORTIDAS ;140X15GR
2406;RITTER-MINI MEL ;140X15GR
2407;RITTER-CEREAL BANANA LIGHT ;24X25GR
2408;RITTER-CEREAL CASTANHA/UVA PASSA E MEL ;24X25GR
2409;RITTER-CEREAL COCO C/COB. CHOC. LIGHT ;24X25GR
2410;RITTER-CEREAL BRIGADEIRO ;24X22GR
2032;TOSCANO-VINAGRE VINHO BRANCO GOLD ;12X400ML
2182;MONITOR LCD 15 L1552;1UN
720;PAN-BOMBONS FINOS ROSAS VERANEIO R.3225;3X200GR
1144;V.FERTIL-AZEITONA PRETA VD;12X360GR
1615;VINHO GFA COLLINA TINTO DEMI-SEC;12X750ML
1621;V.FERTIL-AZEITONA VERDE VD;24X200GR
3572;BAUDUCCO-BISC.AMANT.LEITE;PCT 152GR
3573;BAUDUCCO-BISC.AMANT.COCO;PCT 152GR
3574;BAUDUCCO-BISC.AMANT.BANANA C/CANELA;PCT 152GR
3575;BAUDUCCO-BISC.AMANT.LEITE C/GTS CHOC.;PCT 152GR
3576;BAUDUCCO-BISC.AMANT.MP LEITE C/GTS CHOC.;24X335GR
3577;BAUDUCCO-BISC.AMANT.MP CHOCOLATE;24X335GR
9094;FESTTONE-PANETTONE FRUTAS 400G;1X400GR
9095;FESTTONE-PANETTONE GOTAS CHOCOLATE 400G;1X400GR
2090;ALADDIN-G.T.ROLHA LISA SORT. R.3299 ;4X500ML
2091;ALADDIN-G.T.ROLHA MADRID SORT. R.3266 ;4X500ML
2093;ALADDIN-G.T.ROLHA LISA SORT. R.3298 ;4X1LT
3498;VITTAMAX-RACAO GATOS PEIXE ;10,1KG
3322;NOBREAK 1.4 KVA;1UN
3391;NEUG.-BOMBOM CHOCO DOIDOS MORANGO;360GR
3392;NEUG.-BOMBOM CHOCO DOIDOS BRIGADEIRO;360GR
3393;NEUG.-BOMBOM CHOCO DOIDOS L.CONDENSADO;360GR
545;FONTANA-SABAO FONT GLICERINA;36X200GR
3958;FONTANA-SBTE SENSUS SUAVE FLOR IRIS/FRUT;12X90GR
3959;FONTANA-SBTE SENSUS SUAVE CHA VERDE;12X90GR
3960;FONTANA-SBTE SENSUS SUAVE CHAMP/PESSEGO;12X90GR
3961;FONTANA-SBTE SUAVE SENSUS PROT.LEITE/UVA;12X150GR
3962;FONTANA-SBTE SUAVE SENSUS FLOR IRIS/FRUT;12X150GR
3963;FONTANA-SBTE SUAVE SENSUS CHA VERDE;12X150GR
2501;GRANOLA TRAD. M. BRASILIA;6X300GR
2504;GRANOLA DIET LIGHT M. BRASILIA;6X300GR
2199;SAPEKA FRALDA DESC.C/BAR. EG 7X1;PCT
2814;SAPEKA FRALDA HIPER PCT C/BAR. SEG 56X1 ;PCT
9199;CJ ASSADEIRAS NADIR SEMPRE 1,8 E 3L 2PC ;1UN
2815;NEUG.-BARRA CHOCOLATE NAPOLITANO ;30X16GR
2816;FINI MARSHMALLOW ALVORADA ;12X60GR
2400;PAN-BOMBONS FINOS BALERINA I R.3255;3X200GR
2402;PAN-BOMBONS FINOS BALERINA II R.3263;3X200GR
2403;PAN-BOMBONS FINOS BALERINA III R.3267;3X200GR
2423;VITTAMAX-RACAO CAES FILHOTE ;15KG
9096;FESTTONE-PANETTONE DUPLO CHOCOLATE 400G;1X400GR
3578;BAUDUCCO-BISC.AMANT.MP LEITE;24X335GR
3579;BAUDUCCO-BISC.AMANT.MP COCO;24X335GR
3580;BAUDUCCO-BISC.AMANT.MP BANANA C/CANELA;24X335GR
3581;BAUDUCCO-BOLO RECH.CHOC.C/CHOCOLATE;PCT 280GR
3582;BAUDUCCO-BOLO RECH.CHOC.C/CREME AVELA;PCT 280GR
1700;ALADDIN-G.T.ROLHA COFFE LINE R.3328 ;4X500ML
9140;FLORESTAL CARRINHO DE CHURRASCO;1UN
2424;VITTAMAX-RACAO GATOS MIX;25KG
2470;NEUG.-BOMBOM AMOR CARIOCA ;LT 240GR
2474;NEUG.-BARRINHAS CHOC. BRANCO ;15X25GR
2334;PVM-MENTOS POWER GUM MENTA FORTE F.TOP;12X35UN
2317;SERVIDOR DELL POWEREDGE 2950  4MB/2GHZ;1UN
1708;ALADDIN-G.T.CROMADA ROLHA PRETO R.3369;1LT
1688;ALADDIN-G.T.ROLHA PREMIER SORT.R.3315 ;4X1LT
3583;BAUDUCCO-BOLO SABOR FUBA;PCT 250GR
3584;BAUDUCCO-BOLO RECH.C/GOTAS DE CHOCOLATE;PCT 280GR
3585;BAUDUCCO-BOLO RECH.CENOURA C/CHOCOLATE;PCT 280GR
3586;BAUDUCCO-BOLO SABOR COCO;PCT 250GR
3587;BAUDUCCO-BOLO SABOR LARANJA;PCT 250GR
9200;PANELA ARROZ BRITANIA PRIME 400W 5X BCO;1UN
3588;BAUDUCCO-BOLO SABOR CHOCOLATE;PCT 250GR
3483;FLORESTAL BALA BRAZILIAN MILK;1X700GR
3484;FLORESTAL BALA STARFIT ZERO ACUCAR MENTA;12X21GR
3485;FLORESTAL BALA STARFIT ZERO ACUCAR MORAN;12X21GR
3486;FLORESTAL BALA STARFIT ZERO ACUCAR EUCAL;12X21GR
3969;FLORESTAL-EXPOSIT METAL SLIM 10 GANCHOS;1UN
9097;FESTTONE-PANETTONE FRUTAS LATA 400G;1X400GR
2094;ALADDIN-G.T.ROLHA MADRID SORT. R.3264 ;4X1LT
1947;SAPEKA ABSORVENTE C/ABAS LEVE;12X1X8UN
1948;SAPEKA ABSORVENTE S/ABAS LEVE;12X1X8UN
3324;FINI BALA GELATINA GOMOS DE TANGERINA;12X90GR
2266;FONTANA-SABONETE IARA SPORT;12X90GR
1293;MULTIDRINK VODKA RAIZOV LEMON R.10019;6X900ML
3359;V.FERTIL-AZ.BALDE PRETA CHILENINHA;2KG
2813;SAPEKA FRALDA MEGA PCT C/BAR. SEG 28X1 ;PCT
2033;TOSCANO-VINAGRE VINHO TINTO GOLD ;12X400ML
2034;TOSCANO-VINAGRE DE ALCOOL;12X750ML
3480;FLORESTAL PIRULITO CORACAO TENTACAO ;1X700GR
3481;FLORESTAL PIRULITO ARREPIUS;1X400GR
3512;FINI CHICLE SALADA DE FRUTAS ;500GR
2053;SUCO UVA BRANCO INTEGRAL ALIANCA ;12X500ML
2055;VITTAFRESH-CAES FILHOTE;LT 340GR
2057;VITTAFRESH-GATO CARNE;LT 340GR
2066;B.VISTA-BISC.MER. RECH CHOC.FAZENDINHA;40X160GR
2067;FONTANA-SBTE SENSUS SUAVE LEITE AVEIA ;12X90GR
9201;BATEDEIRA ULTRA B11 150W 3 VELOC PRETO ;1UN
2068;FONTANA-SBTE SENSUS SVE EXT.GUARANA/MEL;12X90GR
2069;FONTANA-SBTE SENSUS SUAVE EXT.ROSAS ;12X90GR
2070;FONTANA-SBTE SENSUS SUAVE EXT.ERVA DOCE;12X90GR
2071;FONTANA-SBTE INF 1 2 3 BABY HIDRATANTE;6X75GR
2072;FONTANA-SBTE INF 1 2 3 BABY GLICERINA;6X90GR
2077;MARCADOR DE PNEUS MOD. N 50 DE 22;1UN
9098;FESTTONE-PANETTONE MINI FRUTAS SACHE 80G;1X80GR
3482;FLORESTAL PIRULITO SAPOLE MACA VERDE;1X700GR
1790;AR CONDICIONADO KO S 18 FC;1UN
1848;M.BRASILIA GRAO DE BICO ;12X500GR
1849;M.BRASILIA LENTILHA ;12X500GR
1850;LEITE DE SOJA M.BRASILIA ;12X450GR
1851;MILHO PIPOCA IMPORTADO M. BRASILIA;20X500GR
3320;PVM-MENTOS POWER KISS ORANGE MINT;12X35UN
1854;POLVILHO DOCE CASEIRO M.BRASILIA;20X1KG
3321;PVM-MENTOS POWER KISS EXTRA MINT;12X35UN
3755;FLORESTAL BALA TOFFEE R.704;1X700GR
2606;PVM-MENTOS PURE FRESH GFA WINTERGREEN ;6X28UN
2607;D.BENTA-LASANHA SEMOLA R.207;20X500GR
2608;PETYBON G.DURO SPAGHETTI R.407;24X500GR
2609;PVM-MENTOS FLIP TOP DOUBLE SORTIDO;12X16UN
2610;PETYBON G.DURO PENNE R.343;18X500GR
2364;PVM-FRUITTELLA MAST. UVA STICK;16X10UN
2618;PETYBON G.DURO CAPELLI D'ANGELO R.034;18X500GR
2619;PETYBON G.DURO SPAGHETTINI R.409;24X500GR
9202;FRUTEIRA SALADEIRA GOURMET RUVOLO INCOL;1UN
2833;VITTAMAX-RACAO CAES MEDIAS GDES RACAS;15KG
2834;VITTAMAX-RACAO CAES MEDIAS GDES RACAS;6X2,3KG
2112;VITTAMAX-RACAO CAES FILHOTE;10X1KG
2113;VITTAMAX-RACAO GATOS MIX ;10X1KG
2117;ALADDIN-G.T.FUTURA SORT. R.3021 ;4X750ML
2365;PVM-FRUITTELLA SWIRL MORANGO/CREME LEITE;15X10UN
2454;NEUG.-BARRA DUPY CHOC. AO LEITE;12X150GR
2455;NEUG.-BARRA DUPY CHOC. BRANCO;12X150GR
2456;NEUG.-BARRA DUPY CHOC. MEIO AMARGO;12X150GR
2457;NEUG.-BARRA DUPY CHOC. PRETO E BRANCO;12X150GR
2458;NEUG.-BARRA CHOCOLATE PRETO/BRANCO;10X100GR
2785;NEUG.-BARRA CHOC. 1891;10X90GR
2459;NEUG.-BARRA CHOCOLATE NAPOLITANO ;10X100GR
3626;BAUDUCCO-MAXI COOKIES CHOCOLATE;14X38GR
3632;PAN-CHOC.GRANULADO P/COBERT R.3724;24X150GR
3633;PAN-CHOC.GRANULADO P/COBERT R.3726;1KG
3674;V.FERTIL-AZ.BALDE VERDE 28/32 MI;2,0KG
2495;NEUG.-BARRA CHOC.BRANCO AGORA ;20X27GR
2484;PVM-FRUITTELLA SWIRL CEREJA/CREME LEITE;15X10UN
2429;PVM-FRUITTELLA SWIRL BAUNILHA LEITE COND;15X10UN
2418;RITTER-CEREAL GOIABADA LIGHT ;24X25GR
2425;PVM-FRUITTELLA MAST. MISTO UVA+MOR.STICK;20X10UN
2434;PVM-MENTOS POWER GUM MENTA MORANGO F.TOP;12X35UN
3457;D.BENTA-FERMENTO INST. FERMIX L.3 P.2;60X1X10GR
9203;CJ XICARAS CAFE LYOP FLORAL 6PC AZUL/BRO;1UN
3318;SAPEKA-REGATA CORES DO VERAO TAM.1;UN
3319;SAPEKA-BALDE CORES DO VERAO;UN
2312;"MONITOR 17""";1UN
2195;SAPEKA FRALDA DESC.C/BAR. PEQ 10X1;PCT 
2196;SAPEKA FRALDA DESC.C/BAR. MED 8X1 ;PCT
2197;SAPEKA FRALDA DESC.C/BAR. GDE 7X1 ;PCT 
2089;ALADDIN-G.T.ROLHA KID LINE SORT. R.3323 ;4X500ML
1873;VINHO COLLINA TINTO DEMI-SEC GFAO;2LT
2688;COCO VALE-COCO RALADO DES.PARC.DESENG.;48X50GR
2689;COCO VALE-COCO RALADO UMIDO E ADOÇADO ;48X50GR
2696;BRANDINI-MAC.INST.GALINHA CAIPIRA R.7111;10X85GR
2828;PVM-MENTOS SLIM BOX FRUIT FLIP TOP ;15X14UN
2829;PVM-MENTOS SLIM BOX MINT FLIP TOP ;15X14UN
2830;PVM-MENTOS SLIM BOX ICE APPLE FLIP TOP;15X14UN
2831;VITTAMAX-RACAO CAES PREMIUM ;10,1KG
2832;VITTAMAX-RACAO CAES PEQUENAS RACAS;6X2,3KG
2361;PVM-MENTOS TEENS FLIP TOP ;12X35GR
2362;PVM-FRUITTELLA MAST. MORANGO STICK;16X10UN
2697;BRANDINI-MAC.INST.CARNE R.7109;10X85GR
2601;D.BENTA-MAC.SEMOLA NINHO R.310;16X500GR
2602;D.BENTA-MAC.SEMOLA ESPAGUETE R.063;24X500GR
2603;D.BENTA-MAC.SEMOLA PENA R.337;24X500GR
2604;PVM-MENTOS PURE FRESH GFA FRESH MINT ;6X28UN
2605;D.BENTA-MAC.SEMOLA AVE MARIA R.005;24X500GR
2413;RITTER-CEREAL AMENDOIM C/COB. CHOC.LIGHT;24X25GR
9204;CJ REFRESCO RUVOLO ATHENAS 7PC INCOLOR;1UN
2415;RITTER-CEREAL MORANGO C/COB CHOC. LIGHT ;24X25GR
2416;RITTER-CEREAL ACAI/GUARANA LIGHT;24X25GR
3504;PVM-MENTOS STICK GUARANA E LARANJA;16X14UN
3514;FINI TUBINHO CITRICO MORANGO TIRAS;10X1X20GR
3531;FINI MARSHMALLOW FLORES;12X60GR
3533;OSEL-PILHA ALC.SM PALITO LR03 AAA-BL/02 ;BL 1X2UN
9099;FESTTONE-PANETTONE MINI GOTAS CHO SC 80G;1X80GR
3534;OSEL-PILHA ALC.SM PEQUENA LR6 AA-BL C/02;BL 1X2UN
2167;V.FERTIL-AZ.PRETA SACHE DOY PACK ;12X150GR
1863;M.BRASILIA CATCHUP ;12X400GR
2417;RITTER-CEREAL AVELA/CASTANHA/CHOC.LIGHT ;24X25GR
2337;PVM-FRUITTELLA SWIRL CAFE/CREME LEITE;15X10UN
2339;PVM-MENTOS STICK CANELA ;16X14UN
2137;PROTEINA DE SOJA CARNE BRANCA M.BRASILIA;12X300GR
2138;SOJA EM GRAOS M.BRASILIA;12X500GR
1981;FANTE-VODKA RAJSKA POCKET;6X200ML
2262;B.VISTA-BISC.MER. RECH MORANGO FAZENDINH;40X160GR
1960;FANTE-WHISKY COCKLAND GOLD;6X1000ML
1961;FANTE-VODKA RAJSKA;6X1000ML
2342;PVM-MENTOS STICK MINT ;16X14UN
1872;COOLER COLLINA PESSEGO GFA;12X750ML
2343;PVM-MENTOS STICK ICE MINT;16X14UN
2344;PVM-MENTOS STICK FRUTAS VERMELHAS;16X14UN
2345;PVM-MENTOS STICK MORANGO E YORGUTE;16X14UN
2346;PVM-MENTOS STICK EXTREME SORTIDO;12X11UN
1870;MOLHO ALHO C/PIMENTA ERV.FINAS M. BRASIL;12X150ML
1871;MOLHO ALHO M. BRASILIA;12X150ML
2548;D.BENTA-MAC. CASEIRO TALHARIM N.2 R.417;20X500GR
3535;OSEL-PILHA ALC.SM MEDIA LR14 C-BL C/2UN;BL 1X2UN
3536;OSEL-PILHA ALC.SM GRANDE LR20 D-BL C/2UN;BL 1X2UN
3537;OSEL-BATERIA ALC SM 6LR61 9V-BL C/1UN;BL 1X1UN
2612;PETYBON G.DURO GNOCCHETTI R.198;18X500GR
2613;PETYBON G.DURO PENNE TRICOLORI R.345;18X500GR
2614;PETYBON G.DURO FETTUCCINE R.158;24X500GR
2698;BRANDINI-MAC.INST.GALINHA R.7110;10X85GR
2699;BRANDINI-MAC.INST.CREMOSO4QUEIJOS R.7108;10X88GR
2700;D.BENTA-MAC. CAS.TORTELINI TRICOL R.419;20X500GR
2702;PRANCHA PARA CABELO;1UN
2703;MEDIDOR DE PRESSAO;1UN
2704;MEDIDOR GLICOSE;1UN
2705;JUMP BALL SPIDERMAN;1UN
3595;BAUDUCCO-TORRADA INTEGRAL;PCT 160GR
3596;BAUDUCCO-TORRADA LIGHT INTEGRAL;PCT 160GR
3597;BAUDUCCO-TORRADA LIGHT ;PCT 160GR
3598;BAUDUCCO-TORRADINHA LEVEMENTE SALGADA;PCT 110GR
3599;BAUDUCCO-TORRADA MP LEV.SALGADA;PCT 320GR
2820;BERCO;1UN
2822;FINI MARSHMALLOW CORACAO ;12X60GR
2823;PVM-MENTOS SLIM BOX ICE GRAPE FLIP TOP ;15X14UN
3590;BAUDUCCO-BOLINHOS TIPO BRIGADEIRO ;PCT 160GR
3591;BAUDUCCO-BOLINHOS BAUN.C/RECH.MORANGO;PCT 160GR
